49,17,8,304,150,3672,11.5,72,amc ambassador sst
50,23.5,6,173,110,2725,12.6,81,chevrolet citation
51,21.5,4,121,110,2600,12.8,77,bmw 320i
52,19,6,250,88,3302,15.5,71,ford torino 500
53,22,4,121,76,2511,18,72,volkswagen 411 (sw)
54,19.4,8,318,140,3735,13.2,78,dodge diplomat
55,20,8,262,110,3221,13.5,75,chevrolet monza 2+2
56,32,4,144,96,2665,13.9,82,toyota celica gt
57,30.9,4,105,75,2230,14.5,78,dodge omni
58,29,4,98,83,2219,16.5,74,audi fox
59,14,8,454,220,4354,9,70,chevrolet impala
60,14,8,304,150,4257,15.5,74,amc matador (sw)
61,38,4,105,63,2125,14.7,82,plymouth horizon miser
62,24,4,119,97,2545,17,75,datsun 710
63,14,8,455,225,4425,10,70,pontiac catalina
64,14,8,318,150,4457,13.5,74,dodge coronet custom (sw)
65,16.5,8,350,180,4380,12.1,76,cadillac seville
66,31,4,91,68,1970,17.6,82,mazda glc custom
67,19.9,8,260,110,3365,15.5,78,oldsmobile cutlass salon brougham
68,12,8,350,160,4456,13.5,72,oldsmobile delta 88 royale
69,16,6,250,100,3781,17,74,chevrolet chevelle malibu classic
70,17,8,305,130,3840,15.4,79,chevrolet caprice classic
71,33.5,4,85,70,1945,16.8,77,datsun f-10 hatchback
72,15,6,250,72,3158,19.5,75,ford maverick
73,19,6,250,100,3282,15,71,pontiac firebird
74,31.3,4,120,75,2542,17.5,80,mazda 626
75,18,6,250,105,3459,16,75,chevrolet nova
76,13,8,351,158,4363,13,73,ford ltd
77,20.5,6,200,95,3155,18.2,78,chevrolet malibu
78,21,4,122,86,2226,16.5,72,ford pinto runabout
79,14,8,318,150,4077,14,72,plymouth satellite custom (sw)
80,15.5,8,400,190,4325,12.2,77,chrysler cordoba
81,32,4,83,61,2003,19,74,datsun 710
82,33.8,4,97,67,2145,18,80,subaru dl
83,36.1,4,98,66,1800,14.4,78,ford fiesta
84,22,4,121,98,2945,14.5,75,volvo 244dl
85,21,6,200,101,2875,17,74,ford maverick
86,17.6,8,302,129,3725,13.4,79,ford ltd landau
87,40.9,4,85,78,1835,17.3,80,renault lecar deluxe
88,15.5,8,318,145,4140,13.7,77,dodge monaco brougham
89,26,4,97,46,1835,20.5,70,volkswagen 1131 deluxe sedan
90,24,4,113,95,2278,15.5,72,toyota corona hardtop
91,15,8,302,130,4295,14.9,77,mercury cougar brougham
92,13,8,360,170,4654,13,73,plymouth custom suburb
93,36,4,135,84,2370,13,82,dodge charger 2.2
94,37.2,4,86,65,2019,16.4,80,datsun 310
95,43.4,4,90,48,2335,23.7,80,vw dasher (diesel)
96,25,4,98,78,2046,19,71,ford pinto
97,31.5,4,89,71,1990,14.9,78,volkswagen scirocco
98,15,8,429,198,4341,10,70,ford galaxie 500
99,27,4,151,90,2950,17.3,82,chevrolet camaro
100,11,8,429,208,4633,11,72,mercury marquis
101,26,4,91,70,1955,20.5,71,plymouth cricket
102,26,4,96,69,2189,18,72,renault 12 (sw)
103,26,4,98,90,2265,15.5,73,fiat 124 sport coupe
104,12,8,383,180,4955,11.5,71,dodge monaco (sw)
105,24.5,4,98,60,2164,22.1,76,chevrolet woody
106,26,4,98,79,2255,17.7,76,dodge colt
107,34.5,4,100,78,2320,15.8,81,renault 18i
108,15,8,350,165,3693,11.5,70,buick skylark 320
109,27.5,4,134,95,2560,14.2,78,toyota corona
110,18,6,225,105,3121,16.5,73,plymouth valiant
111,32.3,4,97,67,2065,17.8,81,subaru
112,18,8,318,150,3436,11,70,plymouth satellite
113,10,8,360,215,4615,14,70,ford f250
114,23.6,4,140,78,2905,14.3,80,ford mustang cobra
115,22.4,6,231,110,3415,15.8,81,buick century
116,37,4,119,92,2434,15,80,datsun 510 hatchback
117,21.5,6,231,115,3245,15.4,79,pontiac lemans v6
118,33,4,91,53,1795,17.5,75,honda civic cvcc
119,27,4,97,88,2100,16.5,72,toyota corolla 1600 (sw)
120,25,4,116,81,2220,16.9,76,opel 1900
121,23,4,120,88,2957,17,75,peugeot 504
122,14,8,351,153,4129,13,72,ford galaxie 500
123,26.6,8,350,105,3725,19,81,oldsmobile cutlass ls
124,18,6,171,97,2984,14.5,75,ford pinto
125,14,8,455,225,3086,10,70,buick estate wagon (sw)
126,14,8,302,137,4042,14.5,73,ford gran torino
127,34,4,112,88,2395,18,82,chevrolet cavalier 2-door
128,29.5,4,97,71,1825,12.2,76,volkswagen rabbit
129,16.9,8,350,155,4360,14.9,79,buick estate wagon (sw)
130,21,4,120,87,2979,19.5,72,peugeot 504 (sw)
131,26,4,121,113,2234,12.5,70,bmw 2002
132,33,4,105,74,2190,14.2,81,volkswagen jetta
133,16,8,318,150,4190,13,76,dodge coronet brougham
134,15,8,350,145,4082,13,73,chevrolet monte carlo s
135,10,8,307,200,4376,15,70,chevy c20
136,28,4,120,79,2625,18.6,82,ford ranger
137,20.2,6,200,85,2965,15.8,78,ford fairmont (auto)
138,29.8,4,134,90,2711,15.5,80,toyota corona liftback
139,14,8,318,150,4096,13,71,plymouth fury iii
140,11,8,350,180,3664,11,73,oldsmobile omega
141,15,8,390,190,3850,8.5,70,amc ambassador dpl
142,38,4,91,67,1965,15,82,honda civic
143,13,8,440,215,4735,11,73,chrysler new yorker brougham
144,41.5,4,98,76,2144,14.7,80,vw rabbit
145,19.2,8,267,125,3605,15,79,chevrolet malibu classic (sw)
146,34.1,4,91,68,1985,16,81,mazda glc 4
147,21,6,155,107,2472,14,73,mercury capri v6
148,36,4,105,74,1980,15.3,82,volkswagen rabbit l
149,18,6,232,100,2789,15,73,amc gremlin
150,44,4,97,52,2130,24.6,82,vw pickup
151,37.7,4,89,62,2050,17.3,81,toyota tercel
152,16,8,400,230,4278,9.5,73,pontiac grand prix
153,31,4,76,52,1649,16.5,74,toyota corona
154,25.5,4,122,96,2300,15.5,77,plymouth arrow gs
155,34.3,4,97,78,2188,15.8,80,audi 4000
156,26,4,108,93,2391,15.5,74,subaru
157,16,6,225,105,3439,15.5,71,plymouth satellite custom
158,13,8,318,150,3940,13.2,76,plymouth volare premier v8
159,27.2,4,135,84,2490,15.7,81,plymouth reliant
160,23,4,140,78,2592,18.5,75,pontiac astro
161,24.2,6,146,120,2930,13.8,81,datsun 810 maxima
162,30,4,146,67,3250,21.8,80,mercedes-benz 240d
163,14,8,340,160,3609,8,70,plymouth cuda 340
164,13,8,360,175,3821,11,73,amc ambassador brougham
165,30,4,88,76,2065,14.5,71,fiat 124b
166,17.5,8,305,145,3880,12.5,77,chevrolet caprice classic
167,17.5,8,318,140,4080,13.7,78,dodge magnum xe
168,29,4,68,49,1867,19.5,73,fiat 128
169,22,4,140,72,2408,19,71,chevrolet vega (sw)
170,15,8,304,150,3892,12.5,72,amc matador (sw)
171,36.4,5,121,67,2950,19.9,80,audi 5000s (diesel)
172,15,8,318,150,3777,12.5,73,dodge coronet custom
173,36,4,98,70,2125,17.3,82,mercury lynx l
174,21,6,231,110,3039,15,75,buick skyhawk
175,15.5,8,350,170,4165,11.4,77,chevrolet monte carlo landau
176,36.1,4,91,60,1800,16.4,78,honda civic cvcc
177,17.5,6,258,95,3193,17.8,76,amc pacer d/l
178,22,6,232,112,2835,14.7,82,ford granada l
179,26,4,79,67,1963,15.5,74,volkswagen dasher
180,18,4,121,112,2933,14.5,72,volvo 145e (sw)
181,25,4,121,115,2671,13.5,75,saab 99le
182,23,6,198,95,2904,16,73,plymouth duster
183,15,6,250,100,3336,17,74,chevrolet nova
184,22,6,250,105,3353,14.5,76,chevrolet nova
185,23,4,151,78,3035,20.5,82,amc concord dl
186,12,8,350,180,4499,12.5,73,oldsmobile vista cruiser
187,15,8,318,150,4135,13.5,72,plymouth fury iii
188,21.6,4,121,115,2795,15.7,78,saab 99gle
189,22,4,108,94,2379,16.5,73,datsun 610
190,9,8,304,193,4732,18.5,70,hi 1200d
191,28,4,97,75,2155,16.4,76,toyota corolla
192,22,4,122,86,2395,16,72,ford pinto (sw)
193,14.5,8,351,152,4215,12.8,76,ford gran torino
194,20,4,97,88,2279,19,73,toyota carina
195,19,4,122,85,2310,18.5,73,ford pinto
196,22.3,4,140,88,2890,17.3,79,ford fairmont 4
197,24,4,107,90,2430,14.5,70,audi 100 ls
198,12,8,400,167,4906,12.5,73,ford country
199,18,3,70,90,2124,13.5,73,maxda rx3
200,29.5,4,98,68,2135,16.6,78,honda accord lx
201,19,6,232,100,2901,16,74,amc hornet
202,25.4,6,168,116,2900,12.6,81,toyota cressida
203,24,6,200,81,3012,17.6,76,ford maverick
204,26,4,97,75,2265,18.2,77,toyota corolla liftback
205,23,4,97,54,2254,23.5,72,volkswagen type 3
206,13,8,400,150,4464,12,73,chevrolet caprice classic
207,18,6,225,105,3613,16.5,74,plymouth satellite sebring
208,27.2,4,119,97,2300,14.7,78,datsun 510
209,18,6,258,110,2962,13.5,71,amc hornet sportabout (sw)
210,24,4,116,75,2158,15.5,73,opel manta
211,29,4,97,75,2171,16,75,toyota corolla
212,26,4,156,92,2585,14.5,82,chrysler lebaron medallion
213,13,8,350,175,4100,13,73,buick century 350
214,31,4,71,65,1773,19,71,toyota corolla 1200
215,20.6,6,231,105,3380,15.8,78,buick century special
216,33.5,4,98,83,2075,15.9,77,dodge colt m/m
217,27.4,4,121,80,2670,15,79,amc spirit dl
218,30,4,111,80,2155,14.8,77,buick opel isuzu deluxe
219,18,6,232,100,3288,15.5,71,amc matador
220,24,4,134,96,2702,13.5,75,toyota corona
221,25,4,97.5,80,2126,17,72,dodge colt hardtop
222,12,8,455,225,4951,11,73,buick electra 225 custom
223,20,6,232,100,2914,16,75,amc gremlin
224,13,8,350,150,4699,14.5,74,buick century luxus (sw)
225,26.8,6,173,115,2700,12.9,79,oldsmobile omega brougham
226,15,8,318,150,3399,11,73,dodge dart custom
227,26,4,116,75,2246,14,74,fiat 124 tc
228,31,4,112,85,2575,16.2,82,pontiac j2000 se hatchback
229,34.7,4,105,63,2215,14.9,81,plymouth horizon 4
230,30.5,4,97,78,2190,14.1,77,volkswagen dasher
231,25,4,140,75,2542,17,74,chevrolet vega
232,21,4,140,72,2401,19.5,73,chevrolet vega
233,18.1,8,302,139,3205,11.2,78,ford futura
234,32.4,4,107,72,2290,17,80,honda accord
235,15,8,350,145,4440,14,75,chevrolet bel air
236,24,4,113,95,2372,15,70,toyota corona mark ii
237,28,4,90,75,2125,14.5,74,dodge colt
238,18.6,6,225,110,3620,18.7,78,dodge aspen
239,19.8,6,200,85,2990,18.2,79,mercury zephyr 6
240,13,8,400,175,5140,12,71,pontiac safari (sw)
241,19,4,121,112,2868,15.5,73,volvo 144ea
242,25,4,113,95,2228,14,71,toyota corona
243,23,4,140,83,2639,17,75,ford pinto
244,27,4,97,88,2130,14.5,71,datsun pl510
245,25,4,140,92,2572,14.9,76,capri ii
246,35.7,4,98,80,1915,14.4,79,dodge colt hatchback custom
247,20,6,198,95,3102,16.5,74,plymouth duster
248,16.5,8,351,138,3955,13.2,79,mercury grand marquis
249,34,4,108,70,2245,16.9,82,toyota corolla
250,20,4,130,102,3150,15.7,76,volvo 245
251,23.7,3,70,100,2420,12.5,80,mazda rx-7 gs
252,18.2,8,318,135,3830,15.2,79,dodge st. regis
253,11,8,400,150,4997,14,73,chevrolet impala
254,16,8,318,150,4498,14.5,75,plymouth grand fury
255,24.5,4,151,88,2740,16,77,pontiac sunbird coupe
256,33.7,4,107,75,2210,14.4,81,honda prelude
257,37.3,4,91,69,2130,14.7,79,fiat strada custom
258,16.2,6,163,133,3410,15.8,78,peugeot 604sl
259,31,4,79,67,2000,16,74,fiat x1.9
260,27.2,4,141,71,3190,24.8,79,peugeot 504
261,32,4,85,70,1990,17,76,datsun b-210
262,31.6,4,120,74,2635,18.3,81,mazda 626
263,43.1,4,90,48,1985,21.5,78,volkswagen rabbit custom diesel
264,30,4,135,84,2385,12.9,81,plymouth reliant
265,32.4,4,108,75,2350,16.8,81,toyota corolla
266,27,4,101,83,2202,15.3,76,renault 12tl
267,17,8,302,140,3449,10.5,70,ford torino
268,29,4,85,52,2035,22.2,76,chevrolet chevette
269,46.6,4,86,65,2110,17.9,80,mazda glc
270,20.5,6,231,105,3425,16.9,77,buick skylark
271,34.2,4,105,70,2200,13.2,79,plymouth horizon
272,32,4,71,65,1836,21,74,toyota corolla 1200
273,18.5,6,250,98,3525,19,77,ford granada
274,17.7,6,231,165,3445,13.4,78,buick regal sport coupe (turbo)
275,25,4,90,71,2223,16.5,75,volkswagen dasher
276,20.2,6,200,88,3060,17.1,81,ford granada gl
277,17,6,231,110,3907,21,75,buick century
278,28,4,98,80,2164,15,72,dodge colt (sw)
279,28,4,112,88,2605,19.6,82,chevrolet cavalier
280,28,4,107,86,2464,15.5,76,fiat 131
281,18,8,307,130,3504,12,70,chevrolet chevelle malibu
282,17.5,6,250,110,3520,16.4,77,chevrolet concours
283,13,8,350,165,4274,12,72,chevrolet impala
284,15,6,258,110,3730,19,75,amc matador
285,15,8,400,150,3761,9.5,70,chevrolet monte carlo
286,27,4,140,86,2790,15.6,82,ford mustang gl
287,20.2,6,232,90,3265,18.2,79,amc concord dl 6
288,24,4,140,92,2865,16.4,82,ford fairmont futura
289,23,4,122,86,2220,14,71,mercury capri 2000
290,25.4,5,183,77,3530,20.1,79,mercedes benz 300d
291,11,8,318,210,4382,13.5,70,dodge d200
292,15,6,250,72,3432,21,75,mercury monarch
293,27,4,112,88,2640,18.6,82,chevrolet cavalier wagon
294,20,6,156,122,2807,13.5,73,toyota mark ii
295,29.9,4,98,65,2380,20.7,81,ford escort 2h
296,36,4,120,88,2160,14.5,82,nissan stanza xe
297,23.2,4,156,105,2745,16.7,78,plymouth sapporo
298,37,4,91,68,2025,18.2,82,mazda glc custom l
299,24,4,120,97,2489,15,74,honda civic
300,38,6,262,85,3015,17,82,oldsmobile cutlass ciera (diesel)
301,35,4,122,88,2500,15.1,80,triumph tr7 coupe
302,29.8,4,89,62,1845,15.3,80,vokswagen rabbit
303,26,4,97,78,2300,14.5,74,opel manta
304,27,4,97,60,1834,19,71,volkswagen model 111
305,17.6,6,225,85,3465,16.6,81,chrysler lebaron salon
306,13,8,350,145,3988,13,73,chevrolet malibu
307,24,4,121,110,2660,14,73,saab 99le
308,22,6,225,100,3233,15.4,76,plymouth valiant
309,26,4,122,80,2451,16.5,74,ford pinto
310,18.5,6,250,110,3645,16.2,76,pontiac ventura sj
311,16,8,400,180,4220,11.1,77,pontiac grand prix lj
312,19,6,156,108,2930,15.5,76,toyota mark ii
313,31,4,119,82,2720,19.4,82,chevy s-10
314,28,4,116,90,2123,14,71,opel 1900
315,18,6,250,78,3574,21,76,ford granada ghia
316,20.3,5,131,103,2830,15.9,78,audi 5000
317,34.1,4,86,65,1975,15.2,79,maxda glc deluxe
318,31,4,79,67,1950,19,74,datsun b210
319,36,4,79,58,1825,18.6,77,renault 5 gtl
320,15.5,8,351,142,4054,14.3,79,ford country squire (sw)
321,13,8,350,145,4055,12,76,chevy c10
322,27,4,151,90,2735,18,82,pontiac phoenix
323,19,4,120,88,3270,21.9,76,peugeot 504
324,18,6,250,88,3021,16.5,73,ford maverick
325,18,6,232,100,2945,16,73,amc hornet
326,32.2,4,108,75,2265,15.2,80,toyota corolla
327,31.8,4,85,65,2020,19.2,79,datsun 210
328,17,8,260,110,4060,19,77,oldsmobile cutlass supreme
329,33.5,4,151,90,2556,13.2,79,pontiac phoenix
330,25.5,4,140,89,2755,15.8,77,ford mustang ii 2+2
331,30,4,79,70,2074,19.5,71,peugeot 304
332,33,4,91,53,1795,17.4,76,honda civic
333,21,6,200,85,2587,16,70,ford maverick
334,19,6,225,100,3630,17.7,77,plymouth volare custom
335,44.3,4,90,48,2085,21.7,80,vw rabbit c (diesel)
336,22,6,146,97,2815,14.5,77,datsun 810
337,19,6,232,90,3211,17,75,amc pacer
338,24,4,90,75,2108,15.5,74,fiat 128
339,28.1,4,141,80,3230,20.4,81,peugeot 505s turbo diesel
340,14,8,350,165,4209,12,71,chevrolet impala
341,19.2,6,231,105,3535,19.2,78,pontiac phoenix lj
342,32,4,91,67,1965,15.7,82,honda civic (auto)
343,17,6,250,100,3329,15.5,71,chevrolet chevelle malibu
344,18.5,8,360,150,3940,13,79,chrysler lebaron town @ country (sw)
345,13,8,400,170,4746,12,71,ford country squire (sw)
346,28.4,4,151,90,2670,16,79,buick skylark limited
347,19.2,8,305,145,3425,13.2,78,chevrolet monte carlo landau
348,29,4,90,70,1937,14,75,volkswagen rabbit
349,31.5,4,98,68,2045,18.5,77,honda accord cvcc
350,23.9,8,260,90,3420,22.2,79,oldsmobile cutlass salon brougham
351,13,8,302,129,3169,12,75,ford mustang ii
352,34.4,4,98,65,2045,16.2,81,ford escort 4w
353,28.8,6,173,115,2595,11.3,79,chevrolet citation
354,23,8,350,125,3900,17.4,79,cadillac eldorado
355,38,4,91,67,1995,16.2,82,datsun 310 gx
356,20,6,225,100,3651,17.7,76,dodge aspen se
357,16,8,351,149,4335,14.5,77,ford thunderbird
358,16,8,304,150,3433,12,70,amc rebel sst
359,25,4,110,87,2672,17.5,70,peugeot 504
360,30,4,98,68,2155,16.5,78,chevrolet chevette
361,32.8,4,78,52,1985,19.4,78,mazda glc deluxe
362,20.2,8,302,139,3570,12.8,78,mercury monarch ghia
363,18.1,6,258,120,3410,15.1,78,amc concord d/l
364,32.7,6,168,132,2910,11.4,80,datsun 280-zx
365,21.5,3,80,110,2720,13.5,77,mazda rx-4
366,22,6,198,95,2833,15.5,70,plymouth duster
367,24.3,4,151,90,3003,20.1,80,amc concord
368,14,8,440,215,4312,8.5,70,plymouth fury iii
369,37,4,85,65,1975,19.4,81,datsun 210 mpg
370,25,6,181,110,2945,16.4,82,buick century limited
371,28,4,151,90,2678,16.5,80,chevrolet citation
372,31.9,4,89,71,1925,14,79,vw rabbit custom
373,16,6,250,100,3278,18,73,chevrolet nova custom
374,19,6,225,95,3264,16,75,plymouth valiant custom
375,39.4,4,85,70,2070,18.6,78,datsun b210 gx
376,29,4,97,78,1940,14.5,77,volkswagen rabbit custom
377,17,6,163,125,3140,13.6,78,volvo 264gl
378,13,8,302,140,4294,16,72,ford gran torino (sw)
379,23,4,120,97,2506,14.5,72,toyouta corona mark ii (sw)
380,22.5,6,232,90,3085,17.6,76,amc hornet
381,20.8,6,200,85,3070,16.7,78,mercury zephyr
382,16,6,258,110,3632,18,74,amc matador
383,39,4,86,64,1875,16.4,81,plymouth champ
384,21.1,4,134,95,2515,14.8,78,toyota celica gt liftback
385,18,6,225,95,3785,19,75,plymouth fury
386,35.1,4,81,60,1760,16.1,81,honda civic 1300
387,14,8,304,150,3672,11.5,73,amc matador
388,44.6,4,91,67,1850,13.8,80,honda civic 1500 gl
389,16,8,302,140,4141,14,74,ford gran torino
390,14,8,400,175,4464,11.5,71,pontiac catalina brougham
391,32.1,4,98,70,2120,15.5,80,chevrolet chevette
392,23.9,4,119,97,2405,14.9,78,datsun 200-sx
393,13,8,350,155,4502,13.5,72,buick lesabre custom
394,16.5,6,168,120,3820,16.7,76,mercedes-benz 280s
395,34.5,4,105,70,2150,14.9,79,plymouth horizon tc3
396,38.1,4,89,60,1968,18.8,80,toyota corolla tercel
397,30.5,4,98,63,2051,17,77,chevrolet chevette
398,19,6,232,100,2634,13,71,amc gremlin
